"","shrid2","first_park_year","treated_pc11_village_town_id","first_park_id"
"1245","11-27-515-04137-548934",99,"548934",NA
"1246","11-27-515-04137-802766",99,"802766",NA
"1247","11-27-515-04138-549003",99,"549003",NA
"1248","11-27-515-04138-549006",99,"549006",NA
"1249","11-27-515-04139-549094",99,"549094",NA
"1250","11-27-515-04139-549114",99,"549114",NA
"1251","11-27-515-04140-549401",1983,"549401",6432
"1252","11-27-515-04141-549458",99,"549458",NA
"1253","11-27-515-04141-549477",99,"549477",NA
"1254","11-27-515-04141-549567",99,"549567",NA
"1255","11-27-516-04143-549877",99,"549877",NA
"1256","11-27-516-04143-549924",99,"549924",NA
"1257","11-27-516-04144-549952",99,"549952",NA
"1258","11-27-516-04144-549969",99,"549969",NA
"1259","11-27-516-04146-550215",99,"550215",NA
"1260","11-27-516-04147-550376",99,"550376",NA
"1261","11-27-516-04147-802773",99,"802773",NA
"1262","11-27-516-04148-550454",99,"550454",NA
"1263","11-27-516-04148-550478",99,"550478",NA
"1264","11-27-516-04148-550486",99,"550486",NA
"1265","11-27-516-04149-550622",99,"550622",NA
"1266","11-27-516-04149-550656",99,"550656",NA
"1267","11-27-516-04149-550660",99,"550660",NA
"1268","11-27-516-04150-550731",99,"550731",NA
"1269","11-27-516-04151-550880",99,"550880",NA
"1270","11-27-516-04152-550998",99,"550998",NA
"1271","11-27-516-04152-802778",1964,"802778",6345
"1272","11-27-516-04154-551153",99,"551153",NA
"1273","11-27-516-04154-551174",99,"551174",NA
"1274","11-27-516-04155-551329",99,"551329",NA
"1275","11-27-516-04156-551494",99,"551494",NA
"1276","11-27-517-04158-551743",99,"551743",NA
"1277","11-27-517-04163-552227",99,"552227",NA
"1278","11-27-517-04163-552228",99,"552228",NA
"1279","11-27-517-04163-552395",99,"552395",NA
"1280","11-27-517-04165-802786",99,"802786",NA
"1281","11-27-517-04165-802787",99,"802787",NA
"1282","11-27-517-04166-552653",2008,"552653",4653
"1283","11-27-517-04166-552687",99,"552687",NA
"1284","11-27-517-04167-552809",99,"552809",NA
"1285","11-27-517-04167-552823",99,"552823",NA
"1286","11-27-517-04170-802792",99,"802792",NA
"1287","11-27-517-04170-802793",99,"802793",NA
"1288","11-27-517-04171-553100",99,"553100",NA
"1289","11-27-517-04171-553290",99,"553290",NA
"1290","11-27-518-99999-802794",99,"802794",NA
"1291","11-27-520-04172-553334",99,"553334",NA
"1292","11-27-520-04173-553434",99,"553434",NA
"1293","11-27-520-04173-553473",99,"553473",NA
"1294","11-27-520-04173-553484",99,"553484",NA
"1295","11-27-520-04173-553485",99,"553485",NA
"1296","11-27-520-04173-553487",99,"553487",NA
"1297","11-27-520-04173-553502",99,"553502",NA
"1298","11-27-520-04173-553508",99,"553508",NA
"1299","11-27-520-04173-553514",99,"553514",NA
"1300","11-27-520-04173-553518",99,"553518",NA
"1301","11-27-520-04175-553721",99,"553721",NA
"1302","11-27-520-04175-553722",99,"553722",NA
"1303","11-27-520-04175-553787",99,"553787",NA
"1304","11-27-520-04175-553817",99,"553817",NA
"1305","11-27-520-04175-553818",99,"553818",NA
"1306","11-27-520-04176-553988",99,"553988",NA
"1307","11-27-520-04177-554093",99,"554093",NA
"1308","11-27-520-04177-554164",99,"554164",NA
"1309","11-27-520-04179-554421",99,"554421",NA
"1310","11-27-520-04179-554448",99,"554448",NA
"1311","11-27-520-04181-554555",99,"554555",NA
"1312","11-27-520-04182-554759",99,"554759",NA
"1313","11-27-520-04185-555026",99,"555026",NA
"1314","11-27-520-04185-555031",99,"555031",NA
"1315","11-27-520-04185-555056",99,"555056",NA
"1316","11-27-521-04187-555372",99,"555372",NA
"1317","11-27-521-04188-555480",99,"555480",NA
"1318","11-27-521-04188-555497",99,"555497",NA
"1319","11-27-521-04188-555551",99,"555551",NA
"1320","11-27-521-04189-555615",99,"555615",NA
"1321","11-27-521-04189-555620",99,"555620",NA
"1322","11-27-521-04189-555623",99,"555623",NA
"1323","11-27-521-04190-555816",99,"555816",NA
"1324","11-27-521-04190-555820",99,"555820",NA
"1325","11-27-521-04190-555824",99,"555824",NA
"1326","11-27-521-04190-555831",99,"555831",NA
"1327","11-27-521-04190-555832",99,"555832",NA
"1328","11-27-521-04190-555861",99,"555861",NA
"1329","11-27-521-04191-555878",99,"555878",NA
"1330","11-27-521-04191-555934",99,"555934",NA
"1331","11-27-521-04191-556028",99,"556028",NA
"1332","11-27-521-04192-556096",99,"556096",NA
"1333","11-27-521-04192-556124",99,"556122",NA
"1334","11-27-521-04192-556125",99,"556125",NA
"1335","11-27-521-04193-556209",99,"556209",NA
"1336","11-27-521-04193-556216",99,"556216",NA
"1337","11-27-521-04193-556291",99,"556291",NA
"1338","11-27-521-04193-802811",99,"802811",NA
"1339","11-27-521-04195-556391",99,"556391",NA
"1340","11-27-521-04195-556397",99,"556397",NA
"1341","11-27-521-04196-802818",99,"802818",NA
"1342","11-27-521-04198-556781",99,"556781",NA
"1343","11-27-521-04199-556905",99,"556905",NA
"1344","11-27-521-04199-556914",99,"556914",NA
"1345","11-27-521-04199-556952",99,"556952",NA
"1346","11-27-521-04199-556965",99,"556965",NA
"1347","11-27-521-04199-802820",2006,"802820",4630
"1348","11-27-521-04200-556993",99,"556993",NA
"1349","11-27-521-04200-557008",99,"557008",NA
"1350","11-27-522-04203-802823",99,"802823",NA
"1351","11-27-522-04205-557639",99,"557638",NA
"1352","11-27-522-04206-557756",99,"557756",NA
"1353","11-27-522-04206-557778",99,"557778",NA
"1354","11-27-522-04209-558162",99,"558162",NA
"1355","11-27-522-04209-802829",99,"802829",NA
"1356","11-27-522-04210-558174",99,"558174",NA
"1357","11-27-522-04210-802830",99,"802830",NA
"1358","11-27-522-04211-558367",99,"558367",NA
"1359","11-27-522-04211-558378",99,"558378",NA
"1360","11-27-522-04214-558718",99,"558718",NA
"1361","11-27-523-04215-558895",99,"558895",NA
"1362","11-27-523-04216-558953",99,"558953",NA
"1363","11-27-523-04218-559241",99,"559241",NA
"1364","11-27-523-04219-559335",99,"559335",NA
"1365","11-27-523-04221-559569",99,"559569",NA
"1366","11-27-523-04221-559668",99,"559668",NA
"1367","11-27-523-04221-559688",99,"559688",NA
"1368","11-27-523-04223-559861",99,"559861",NA
"1369","11-27-523-04225-560053",99,"560053",NA
"1370","11-27-524-04226-560145",2008,"560145",4660
"1371","11-27-524-04226-560173",99,"560173",NA
"1372","11-27-524-04226-802840",1975,"802840",6379
"1373","11-27-524-04228-560349",99,"560349",NA
"1374","11-27-524-04230-560525",99,"560525",NA
"1375","11-27-524-04232-802842",99,"802842",NA
"1376","11-27-524-04233-560729",99,"560729",NA
"1377","11-27-524-04233-560766",99,"560766",NA
"1378","11-27-525-04237-802846",99,"802846",NA
"1379","11-27-525-04239-561307",99,"561307",NA
"1380","11-27-525-04239-561349",99,"561349",NA
"1381","11-27-525-04239-802847",99,"802847",NA
"1382","11-27-525-04240-561433",99,"561433",NA
"1383","11-27-525-04240-561461",99,"561461",NA
"1384","11-27-525-04240-802848",99,"802848",NA
"1385","11-27-525-04243-561732",99,"561732",NA
"1386","11-27-526-04244-802853",99,"802853",NA
"1387","11-27-526-04245-561909",99,"561909",NA
"1388","11-27-526-04245-561945",99,"561945",NA
"1389","11-27-526-04246-562075",99,"562075",NA
"1390","11-27-526-04246-562081",99,"562081",NA
"1391","11-27-526-04247-562167",99,"562167",NA
"1392","11-27-526-04247-802856",99,"802856",NA
"1393","11-27-526-04248-562219",99,"562219",NA
"1394","11-27-526-04248-562245",99,"562245",NA
"1395","11-27-526-04248-562257",99,"562257",NA
"1396","11-27-526-04249-562336",99,"562336",NA
"1397","11-27-526-04249-562360",99,"562360",NA
"1398","11-27-526-04249-562362",99,"562362",NA
"1399","11-27-526-04249-562386",99,"562386",NA
"1400","11-27-526-04250-562439",99,"562439",NA
"1401","11-27-526-04251-802858",99,"802858",NA
"1402","11-27-526-04252-562652",99,"562652",NA
"1403","11-27-526-04252-802859",99,"802859",NA
"1404","11-27-526-04253-562716",99,"562716",NA
"1405","11-27-527-04256-802865",99,"802865",NA
"1406","11-27-527-04257-563199",99,"563199",NA
"1407","11-27-527-04257-563232",99,"563232",NA
"1408","11-27-527-04258-563257",99,"563257",NA
"1409","11-27-527-04258-563323",99,"563323",NA
"1410","11-27-527-04259-802867",99,"802867",NA
"1411","11-27-527-04260-563537",99,"563537",NA
"1412","11-27-527-04261-563675",99,"563675",NA
"1413","11-27-527-04261-563744",99,"563744",NA
"1414","11-27-527-04262-563800",2014,"563800",3505
"1415","11-27-527-04262-563870",99,"563870",NA
"1416","11-27-527-04262-563959",99,"563959",NA
"1417","11-27-527-04264-564169",99,"564169",NA
"1418","11-27-527-04265-564533",99,"564533",NA
"1419","11-27-527-04265-564572",99,"564572",NA
"1420","11-27-528-04267-564898",99,"564898",NA
"1421","11-27-528-04268-565126",99,"565126",NA
"1422","11-27-528-04268-565148",99,"565148",NA
"1423","11-27-528-04269-565206",99,"565206",NA
"1424","11-27-528-04269-565247",99,"565247",NA
"1425","11-27-528-04269-565256",99,"565256",NA
"1426","11-27-528-04270-565473",99,"565473",NA
"1427","11-27-528-04271-565537",99,"565537",NA
"1428","11-27-528-04271-565590",99,"565590",NA
"1429","11-27-528-04271-565614",99,"565614",NA
"1430","11-27-528-04271-565671",99,"565671",NA
"1431","11-27-528-04272-565750",99,"565750",NA
"1432","11-27-528-04272-565794",99,"565794",NA
"1433","11-27-529-04275-566300",99,"566300",NA
"1434","11-27-529-04278-566614",99,"566614",NA
"1435","11-27-529-04280-566818",99,"566818",NA
"1436","11-27-530-04283-567111",99,"567111",NA
"1437","11-27-530-04284-567259",99,"567259",NA
"1438","11-27-530-04285-567291",2005,"567291",4631
"1439","11-27-530-04285-567294",99,"567294",NA
"1440","11-27-530-04285-567314",99,"567314",NA
"1441","11-27-530-04285-567321",99,"567321",NA
"1442","11-27-530-04285-802884",2006,"802884",4644
"1443","11-27-530-04286-567348",99,"567348",NA
"1444","11-27-530-04286-802886",2014,"802886",4629
"1445","11-27-530-04287-567402",99,"567402",NA
"1446","11-27-530-04287-567421",99,"567421",NA
"1447","11-27-530-04287-567438",99,"567438",NA
"1448","11-27-530-04287-567454",99,"567454",NA
"1449","11-27-530-04287-802887",99,"802887",NA
"1450","11-27-530-04289-567584",99,"567584",NA
"1451","11-27-530-04289-567597",99,"567597",NA
"1452","11-27-530-04290-802889",99,"802889",NA
"1453","11-27-530-04291-567774",99,"567774",NA
"1454","11-27-530-04292-567895",99,"567895",NA
"1455","11-27-530-04293-567981",99,"567981",NA
"1456","11-27-530-04293-802890",99,"802890",NA
"1457","11-27-530-04294-568164",99,"568164",NA
"1458","11-27-531-04295-568290",99,"568290",NA
"1459","11-27-531-04296-568337",99,"568337",NA
"1460","11-27-531-04296-802891",2008,"802891",4659
"1461","11-27-531-04297-568415",99,"568415",NA
"1462","11-27-531-04297-568431",99,"568431",NA
"1463","11-27-531-04298-568456",99,"568456",NA
"1464","11-27-531-04298-568485",99,"568485",NA
"1465","11-27-531-04299-568506",99,"568506",NA
"1466","11-27-531-04299-568548",99,"568548",NA
"1467","11-27-531-04299-568552",99,"568552",NA
"1468","11-27-531-04301-568663",99,"568663",NA
"1469","11-27-531-04301-568680",99,"568680",NA
"1470","11-27-531-04302-568728",99,"568728",NA
"1471","11-27-531-04302-802895",99,"802895",NA
"1472","11-27-531-04303-568794",99,"568794",NA
"1473","11-27-531-04304-568926",99,"568926",NA
"1474","11-28-532-04306-569017",1978,"569017",9834
"1475","11-28-532-04350-802900",2022,"570512",9868
"1476","11-28-532-04354-802902",1981,"802902",9719
"1477","11-28-533-04361-570803",1975,"570803",9860
"1478","11-28-533-04368-570931",1972,"570931",9725
"1479","11-28-533-04370-802905",1978,"802905",9816
"1480","11-28-533-04372-571067",99,"571067",NA
"1481","11-28-533-04390-571544",1980,"571544",9828
"1482","11-28-534-04399-802907",1982,"571756",9870
"1483","11-28-534-04428-802911",1998,"802911",9817
"1484","11-28-534-04433-572423",2022,"572423",9874
"1485","11-28-534-04435-572452",2023,"572452",9867
"1486","11-28-534-04448-572671",2022,"572671",9873
"1487","11-28-535-04460-573016",2019,"573016",9623
"1488","11-28-535-04474-802915",1979,"573344",9615
"1489","11-28-535-04482-573611",2011,"573611",9844
"1490","11-28-535-04482-573615",2021,"573615",9845
"1491","11-28-535-04486-573695",2021,"573695",9622
"1492","11-28-535-04486-573698",2018,"573698",9602
"1493","11-28-535-04486-573705",2000,"573705",9865
"1494","11-28-535-04486-573720",2007,"573720",9621
"1495","11-28-535-04489-573805",2019,"573805",9857
"1496","11-28-535-04492-573892",2000,"573892",9830
"1497","11-28-535-04492-573895",1985,"573895",9653
"1498","11-28-535-04493-573907",2021,"573907",9855
"1499","11-28-535-04493-573914",2020,"573914",9616
"1500","11-28-535-04493-573920",2018,"573920",9824
"1501","11-28-535-04494-573930",2008,"573930",9617
"1502","11-28-535-04494-573934",99,"573934",NA
"1503","11-28-535-04494-573945",2022,"573945",9619
"1504","11-28-535-04495-573950",1973,"573950",9718
"1505","11-28-537-04517-802918",1975,"574207",9629
"1506","11-28-537-04519-574099",1998,"574099",9723
"1507","11-28-537-04519-574108",1978,"574108",9837
"1508","11-28-537-04520-574109",2011,"574109",9724
"1509","11-28-537-04527-574228",2004,"574228",9823
"1510","11-28-537-04530-802920",1979,"802920",9839
"1511","11-28-537-04538-574585",2008,"574585",9721
"1512","11-28-537-04541-574681",2011,"574681",9851
"1513","11-28-537-04542-574701",2018,"574701",9869
"1514","11-28-537-04544-574781",2014,"574781",9854
"1515","11-28-537-04544-574785",1998,"574785",9848
"1516","11-28-537-04544-574787",2000,"574787",9731
"1517","11-28-537-04544-574788",2007,"574788",9730
"1518","11-28-537-04544-574789",2011,"574789",9733
"1519","11-28-537-04546-574827",2009,"574827",9601
"1520","11-28-537-04546-574853",2017,"574853",9827
"1521","11-28-538-04560-575227",1975,"575227",9831
"1522","11-28-538-04567-575372",1981,"575372",9825
"1523","11-28-538-04567-575384",1985,"575384",9836
"1524","11-28-538-04584-575756",1977,"575756",9833
"1525","11-28-538-04603-802925",2008,"576225",9829
"1526","11-28-539-04628-802926",1988,"802926",9835
"1527","11-28-539-04629-576777",2018,"576777",9856
"1528","11-28-539-04631-576826",2023,"576826",9822
"1529","11-28-539-04633-576868",2022,"576868",9875
"1530","11-28-539-04634-576891",1992,"576891",9603
"1531","11-28-539-04638-802927",1970,"802927",9727
"1532","11-28-539-04646-802928",1983,"577106",9832
"1533","11-28-539-04664-577505",1980,"577505",9819
"1534","11-28-539-04668-577570",2006,"577570",9843
"1535","11-28-540-04677-577726",1988,"577726",9726
"1536","11-28-540-04695-802930",1960,"578155",9818
"1537","11-28-540-04699-802931",1972,"802931",9747
"1538","11-28-540-04700-578242",2000,"578242",9852
"1539","11-28-540-04707-578349",2018,"578349",6127
"1540","11-28-541-04730-579086",1977,"579086",9604
"1541","11-28-541-04737-802933",1974,"802933",9722
"1542","11-28-541-04738-802934",1971,"579390",9846
"1543","11-28-541-04751-579562",2021,"579562",9872
"1544","11-28-541-04762-579768",2007,"579768",9720
"1545","11-28-542-04775-802938",99,"802938",NA
"1546","11-28-542-04802-581532",99,"581532",NA
"1547","11-28-542-04802-802942",99,"581698",NA
"1548","11-28-542-04805-581648",99,"581648",NA
"1549","11-28-542-04805-581649",99,"581649",NA
"1550","11-28-543-04816-582344",99,"582344",NA
"1551","11-28-543-04820-582553",99,"582553",NA
"1552","11-28-543-04825-582758",99,"582758",NA
"1553","11-28-543-04834-583061",99,"583061",NA
"1554","11-28-543-04834-583064",99,"583064",NA
"1555","11-28-543-04834-583075",99,"583075",NA
"1556","11-28-543-04836-802946",99,"802946",NA
"1557","11-28-543-04837-583164",99,"583164",NA
"1558","11-28-543-04840-583235",99,"583235",NA
"1559","11-28-544-04857-585884",99,"585884",NA
"1560","11-28-544-04858-585921",99,"585921",NA
"1561","11-28-544-04858-585924",99,"585924",NA
"1562","11-28-544-04858-585925",99,"585925",NA
"1563","11-28-544-04858-585935",99,"585935",NA
"1564","11-28-544-04858-585936",99,"585936",NA
"1565","11-28-544-04858-585944",99,"585944",NA
"1566","11-28-544-04862-586063",99,"586063",NA
"1567","11-28-544-04863-586106",99,"586106",NA
"1568","11-28-544-04865-586139",99,"586139",NA
"1569","11-28-544-04865-586147",99,"586147",NA
"1570","11-28-544-04870-586161",99,"586161",NA
"1571","11-28-544-04872-586205",99,"586205",NA
"1572","11-28-544-04872-586211",99,"586211",NA
"1573","11-28-544-04872-586225",99,"586225",NA
"1574","11-28-544-04872-586228",99,"586228",NA
"1575","11-28-544-04872-586233",99,"586233",NA
"1576","11-28-544-04873-586238",99,"586238",NA
"1577","11-28-544-04873-586255",99,"586255",NA
"1578","11-28-544-04873-586256",99,"586256",NA
"1579","11-28-544-04873-586268",99,"586268",NA
"1580","11-28-544-04875-586308",99,"586308",NA
"1581","11-28-544-04875-586316",99,"586316",NA
"1582","11-28-544-04875-586319",99,"586319",NA
"1583","11-28-544-04878-586398",99,"586398",NA
"1584","11-28-544-04878-586403",2006,"586403",4070
"1585","11-28-544-04880-586449",99,"586449",NA
"1586","11-28-544-04883-586504",99,"586504",NA
"1587","11-28-544-04883-586506",99,"586506",NA
"1588","11-28-544-04883-586508",99,"586508",NA
"1589","11-28-544-04883-586512",99,"586512",NA
"1590","11-28-544-04883-586514",99,"586514",NA
"1591","11-28-545-04887-586875",99,"586875",NA
"1592","11-28-545-04888-586907",99,"586907",NA
"1593","11-28-545-04893-587057",99,"587057",NA
"1594","11-28-545-04893-587059",99,"587059",NA
"1595","11-28-545-04893-587061",99,"587061",NA
"1596","11-28-545-04898-587238",99,"587238",NA
"1597","11-28-545-04898-587240",99,"587240",NA
"1598","11-28-545-04899-587261",99,"587261",NA
"1599","11-28-545-04900-587309",99,"587309",NA
"1600","11-28-545-04902-587330",99,"587330",NA
"1601","11-28-545-04903-802951",99,"802951",NA
"1602","11-28-545-04904-587366",99,"587366",NA
"1603","11-28-545-04908-587415",99,"587415",NA
"1604","11-28-545-04909-587430",99,"587430",NA
"1605","11-28-545-04910-587437",99,"587437",NA
"1606","11-28-545-04912-587480",99,"587480",NA
"1607","11-28-545-04912-587481",99,"587481",NA
"1608","11-28-545-04913-587496",99,"587496",NA
"1609","11-28-545-04913-587502",99,"587502",NA
"1610","11-28-545-04916-587531",99,"587531",NA
"1611","11-28-545-04918-587551",99,"587551",NA
"1612","11-28-545-04920-587572",99,"587572",NA
"1613","11-28-546-04947-588021",99,"588021",NA
"1614","11-28-546-04952-588159",99,"588159",NA
"1615","11-28-546-04953-588183",99,"588183",NA
"1616","11-28-546-04956-588240",99,"588240",NA
"1617","11-28-546-04956-588248",99,"588248",NA
"1618","11-28-546-04960-588295",99,"588295",NA
"1619","11-28-546-04961-588319",99,"588319",NA
"1620","11-28-546-04961-588325",99,"588325",NA
"1621","11-28-546-04961-588326",99,"588326",NA
"1622","11-28-546-04961-588327",99,"588327",NA
"1623","11-28-546-04965-588414",99,"588414",NA
"1624","11-28-546-04965-588417",99,"588417",NA
"1625","11-28-546-04984-588738",2013,"588738",3349
"1626","11-28-547-04990-588821",99,"588821",NA
"1627","11-28-547-04993-588871",99,"588871",NA
"1628","11-28-547-05004-589072",99,"589072",NA
"1629","11-28-547-05004-589093",99,"589093",NA
"1630","11-28-547-05004-589095",99,"589095",NA
"1631","11-28-547-05004-589097",99,"589097",NA
"1632","11-28-547-05004-589100",99,"589100",NA
"1633","11-28-547-05005-589118",99,"589118",NA
"1634","11-28-547-05005-589119",2015,"589119",3780
"1635","11-28-547-05006-589132",99,"589132",NA
"1636","11-28-547-05008-589168",99,"589168",NA
"1637","11-28-547-05012-589236",99,"589236",NA
"1638","11-28-547-05013-589252",99,"589252",NA
"1639","11-28-547-05013-589253",99,"589253",NA
"1640","11-28-547-05013-589255",99,"589255",NA
"1641","11-28-547-05014-589284",99,"589284",NA
"1642","11-28-547-05014-589288",99,"589288",NA
"1643","11-28-547-05014-589290",99,"589290",NA
"1644","11-28-547-05019-589386",99,"589386",NA
"1645","11-28-547-05020-589412",99,"589412",NA
"1646","11-28-547-05020-589414",99,"589414",NA
"1647","11-28-547-05020-589416",99,"589416",NA
"1648","11-28-547-05020-589418",99,"589418",NA
"1649","11-28-547-05020-589421",99,"589421",NA
"1650","11-28-547-05020-589433",99,"589433",NA
"1651","11-28-547-05020-589434",99,"589434",NA
"1652","11-28-547-05020-589436",99,"589436",NA
"1653","11-28-547-05020-589437",99,"589437",NA
"1654","11-28-547-05021-589439",99,"589439",NA
"1655","11-28-547-05022-589469",99,"589469",NA
"1656","11-28-547-05022-589480",99,"589480",NA
"1657","11-28-547-05027-589568",99,"589568",NA
"1658","11-28-547-05029-589598",99,"589598",NA
"1659","11-28-547-05030-589624",99,"589624",NA
"1660","11-28-547-05030-589625",99,"589625",NA
"1661","11-28-547-05032-589681",99,"589681",NA
"1662","11-28-547-05034-589730",99,"589730",NA
"1663","11-28-547-05035-589750",99,"589750",NA
"1664","11-28-548-05040-802973",99,"802973",NA
"1665","11-28-548-05045-589855",99,"589855",NA
"1666","11-28-548-05049-589899",99,"589899",NA
"1667","11-28-548-05054-589979",99,"589979",NA
"1668","11-28-548-05055-589990",99,"589990",NA
"1669","11-28-548-05055-589991",99,"589991",NA
"1670","11-28-548-05055-802976",99,"802976",NA
"1671","11-28-548-05058-590031",99,"590031",NA
"1672","11-28-548-05058-590035",99,"590035",NA
"1673","11-28-548-05060-590053",99,"590053",NA
"1674","11-28-548-05066-590135",99,"590135",NA
"1675","11-28-548-05069-590174",99,"590174",NA
"1676","11-28-548-05070-590185",99,"590185",NA
"1677","11-28-548-05070-802980",2014,"802980",3888
"1678","11-28-548-05071-590201",99,"590201",NA
"1679","11-28-548-05072-590222",99,"590222",NA
"1680","11-28-548-05072-590223",99,"590223",NA
"1681","11-28-548-05074-590245",99,"590245",NA
"1682","11-28-548-05074-802981",99,"590239",NA
"1683","11-28-548-05078-802982",99,"590297",NA
"1684","11-28-548-05080-590319",99,"590319",NA
"1685","11-28-548-05083-590355",99,"590355",NA
"1686","11-28-549-05102-590621",99,"590621",NA
"1687","11-28-549-05105-590680",99,"590680",NA
"1688","11-28-549-05105-590689",99,"590689",NA
"1689","11-28-549-05106-590693",99,"590693",NA
"1690","11-28-549-05107-590712",99,"590712",NA
"1691","11-28-549-05118-590912",99,"590912",NA
"1692","11-28-549-05119-590955",99,"590955",NA
"1693","11-28-549-05121-590989",99,"590989",NA
"1694","11-28-549-05121-590993",99,"590993",NA
"1695","11-28-549-05123-802987",99,"591016",NA
"1696","11-28-549-05127-591051",99,"591051",NA
"1697","11-28-549-05129-591104",99,"591104",NA
"1698","11-28-549-05129-591107",99,"591107",NA
"1699","11-28-549-05129-591111",99,"591111",NA
"1700","11-28-549-05129-591117",99,"591117",NA
"1701","11-28-549-05131-591160",99,"591160",NA
"1702","11-28-549-05137-591307",99,"591307",NA
"1703","11-28-549-05138-591315",99,"591315",NA
"1704","11-28-549-05139-591328",99,"591328",NA
"1705","11-28-549-05139-591330",99,"591330",NA
"1706","11-28-549-05139-591332",99,"591332",NA
"1707","11-28-549-05139-802988",99,"591333",NA
"1708","11-28-549-05140-591345",99,"591345",NA
"1709","11-28-549-05140-591346",99,"591346",NA
"1710","11-28-549-05140-591347",99,"591347",NA
"1711","11-28-549-05141-591366",99,"591366",NA
"1712","11-28-549-05144-591420",99,"591420",NA
"1713","11-28-549-05144-591436",99,"591436",NA
"1714","11-28-550-05160-591750",99,"591750",NA
"1715","11-28-550-05161-591759",99,"591759",NA
"1716","11-28-550-05161-591763",99,"591763",NA
"1717","11-28-550-05165-591829",99,"591829",NA
"1718","11-28-550-05166-591864",99,"591864",NA
"1719","11-28-550-05166-591872",99,"591872",NA
"1720","11-28-550-05169-591903",99,"591903",NA
"1721","11-28-550-05169-591908",99,"591908",NA
"1722","11-28-550-05171-591935",99,"591935",NA
"1723","11-28-550-05172-591956",99,"591956",NA
"1724","11-28-550-05176-592053",99,"592053",NA
"1725","11-28-550-05177-592087",99,"592087",NA
"1726","11-28-550-05177-592096",99,"592096",NA
"1727","11-28-550-05182-592181",99,"592181",NA
"1728","11-28-550-05184-592209",99,"592209",NA
"1729","11-28-550-05185-592236",99,"592236",NA
"1730","11-28-550-05189-592474",99,"592474",NA
"1731","11-28-550-05190-592503",99,"592503",NA
"1732","11-28-550-05190-592506",99,"592506",NA
"1733","11-28-550-05193-592601",99,"592601",NA
"1734","11-28-550-05193-592617",99,"592617",NA
"1735","11-28-550-05194-592632",99,"592632",NA
"1736","11-28-550-05194-592634",99,"592634",NA
"1737","11-28-550-05197-592759",2015,"592759",3575
"1738","11-28-550-05198-592768",99,"592768",NA
"1739","11-28-550-05198-592779",99,"592779",NA
"1740","11-28-551-05202-592887",99,"592887",NA
"1741","11-28-551-05204-592937",99,"592937",NA
"1742","11-28-551-05221-593247",99,"593247",NA
"1743","11-28-551-05223-593284",99,"593284",NA
"1744","11-28-551-05225-593331",99,"593331",NA
"1745","11-28-551-05231-593407",99,"593407",NA
"1746","11-28-551-05232-593438",99,"593438",NA
"1747","11-28-551-05247-593670",99,"593670",NA
"1748","11-28-551-05249-593722",99,"593722",NA
"1749","11-28-552-05259-803002",99,"593887",NA
"1750","11-28-552-05262-593947",99,"593947",NA
"1751","11-28-552-05262-593949",99,"593949",NA
"1752","11-28-552-05265-593982",99,"593982",NA
"1753","11-28-552-05268-594025",99,"594025",NA
"1754","11-28-552-05271-803003",99,"803003",NA
"1755","11-28-552-05284-594314",99,"594314",NA
"1756","11-28-552-05287-594341",99,"594341",NA
"1757","11-28-552-05287-594350",99,"594350",NA
"1758","11-28-552-05289-803005",99,"594404",NA
"1759","11-28-553-05309-803007",99,"803007",NA
"1760","11-28-553-05310-594760",99,"594760",NA
"1761","11-28-553-05313-594806",99,"594806",NA
"1762","11-28-553-05313-803008",99,"803008",NA
"1763","11-28-553-05317-594898",99,"594898",NA
"1764","11-28-553-05321-594955",99,"594955",NA
"1765","11-28-553-05329-595075",99,"595075",NA
"1766","11-28-553-05330-595085",99,"595085",NA
"1767","11-28-553-05330-595097",99,"595097",NA
"1768","11-28-553-05330-803009",99,"595101",NA
"1769","11-28-553-05331-595108",99,"595108",NA
"1770","11-28-553-05337-595167",99,"595167",NA
"1771","11-28-553-05338-595186",99,"595186",NA
"1772","11-28-553-05342-595238",99,"595238",NA
"1773","11-28-553-05345-595280",99,"595280",NA
"1774","11-28-553-05346-595295",99,"595295",NA
"1775","11-28-553-05347-595312",99,"595312",NA
"1776","11-28-553-05348-595325",99,"595325",NA
"1777","11-28-553-05350-595354",99,"595354",NA
"1778","11-28-553-05356-595424",99,"595424",NA
"1779","11-28-553-05356-595425",99,"595425",NA
"1780","11-28-553-05356-595429",99,"595429",NA
"1781","11-28-553-05357-595441",99,"595441",NA
"1782","11-28-553-05357-595446",99,"595446",NA
"1783","11-28-553-05363-595543",99,"595543",NA
"1784","11-28-553-05364-595560",99,"595560",NA
"1785","11-28-553-05364-595561",99,"595561",NA
"1786","11-28-553-05364-595562",99,"595562",NA
"1787","11-28-553-05364-595566",99,"595566",NA
"1788","11-28-553-05364-595567",99,"595567",NA
"1789","11-28-553-05364-803012",2006,"595557",4049
"1790","11-28-553-05366-595578",99,"595578",NA
"1791","11-28-553-05366-595583",99,"595583",NA
"1792","11-28-554-05372-595686",99,"595686",NA
"1793","11-28-554-05375-595734",99,"595734",NA
"1794","11-28-554-05376-595765",99,"595765",NA
"1795","11-28-554-05377-595775",99,"595775",NA
"1796","11-28-554-05377-595777",99,"595777",NA
"1797","11-28-554-05377-595801",99,"595801",NA
"1798","11-28-554-05378-595810",99,"595810",NA
"1799","11-28-554-05378-595812",99,"595812",NA
